Name,Type,SubType,Library
Gasoline light-duty trucks 2005,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 2009,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Biodiesel (100%),Fuel,Biomass Fuels - Liquid,EPA 2022 - Stationary Combustion Fuels in MMBTU
Naphtha (<401 deg F),Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Kerosene-type jet fuel,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Gas oil metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Mixed (Industrial coking),Fuel,Coal and coke,EPA 2022 - Stationary Combustion Fuels
Gasoline heavy-duty vehicles 2000,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Coking coal metricton,Fuel,Solid Fuel,Defra 2022 - Fuels
Liquefied Petroleum Gases (LPG),Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Oil Shale and Tar Sands,,,IPCC 1.A.1 Energy Industries
AKMS (ASCC Miscellaneous),eGRID,Total output,EPA 2022 - eGRID
NWPP (WECC Northwest),eGRID,Total output,EPA 2022 - eGRID
Gasoline heavy-duty vehicles 1997,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Insurance carriers and related activities,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Recreational equipment-diesel,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Unfinished oils,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Mixed Organics-Composted,Mixed Organics,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
RFCM (RFC Michigan),eGRID,Total output,EPA 2022 - eGRID
Gasoline heavy-duty vehicles 2003,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
PET-Combusted,PET,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gas oil kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Food Waste (non-meat)-Combusted,Food Waste (non-meat),Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Newspaper-Combusted,Newspaper,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
CNG metricton,Fuel,Gaseous Fuel,Defra 2022 - Fuels
"Publishing industries, except internet (includes software)",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Special naphtha,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Processed fuel oils - residual oil kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Petroleum Coke,,,IPCC 1.A.1 Energy Industries
Gasoline heavy-duty vehicles 1987,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Copper Wire-Recycled,Copper Wire,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Natural gas (100% mineral blend) Cubic metres,Fuel,Gaseous Fuel,Defra 2022 - Fuels
mtCO2e (1=1),,,Other factors
Computer systems design and related services,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Petrol (average biofuel blend) L,Fuel,Liquid Fuel,Defra 2022 - Fuels
Motor Gasoline,,,IPCC 1.A.1 Energy Industries
Gasoline light-duty trucks 2017,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Lignite,,,IPCC 1.A.1 Energy Industries
Light-duty trucks-LNG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Other Biomass Gases,Fuel,Biomass Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels in MMBTU
Natural gas (100% mineral blend) metricton,Fuel,Gaseous Fuel,Defra 2022 - Fuels
HDPE-Combusted,HDPE,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Fuel Gas,Fuel,Other Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels in MMBTU
Gasoline passenger cars 1999,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Motor Gasoline,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Naphtha kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Branches-Anaerobically Digested (Dry Digestate with Curing),Branches,Anaerobically Digested (Dry Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Sludge Gas,,,IPCC 1.A.1 Energy Industries
Gasoline heavy-duty vehicles 2012,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
"Miscellaneous professional, scientific, and technical services",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Light-duty cars-ethanol,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Airport equipment-LPG,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Food Waste (non-meat)-Landfilled,Food Waste (non-meat),Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Motor gasoline,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Fruits and Vegetables-Anaerobically Digested (Wet Digestate with Curing),Fruits and Vegetables,Anaerobically Digested (Wet Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Naphtha,,,IPCC 1.A.1 Energy Industries
Textbooks-Recycled,Textbooks,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Sulphite Lyes (Black Liquor),,,IPCC 1.A.1 Energy Industries
Carpet-Combusted,Carpet,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Bread-Composted,Bread,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Construction,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Diesel Oil,,,IPCC 1.A.1 Energy Industries
NYUP (NPCC Upstate NY),eGRID,Total output,EPA 2022 - eGRID
Lignite Coal,Fuel,Coal and Coke,EPA 2022 - Stationary Combustion Fuels in MMBTU
Kerosene-Type Jet Fuel,Fuel,,EPA 2022 - Mobile Combustion Fuels
Bus,,,EPA 2022 - Business travel and employee commuting GHG emission factors
Leaves-Anaerobically Digested (Dry Digestate with Curing),Leaves,Anaerobically Digested (Dry Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Isobutylene,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Gasoline passenger cars 1975,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Aviation turbine fuel kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Steel Cans-Landfilled,Steel Cans,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline passenger cars 2012,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Lubricants kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Biogasoline,,,IPCC 1.A.1 Energy Industries
"Securities, commodity contracts, and investments",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Carpet-Landfilled,Carpet,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Medium-density Fiberboard-Combusted,Medium-density Fiberboard,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
HIOA (HICC Oahu),eGRID,Total output,EPA 2022 - eGRID
Aviation Gasoline,Fuel,,EPA 2022 - Mobile Combustion Fuels
Solid Byproducts,Fuel,Biomass Fuels - Solid,EPA 2022 - Stationary Combustion Fuels in MMBTU
Refinery miscellaneous metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Coal coke,Fuel,Coal and coke,EPA 2022 - Stationary Combustion Fuels
Recreational equipment-gasoline (2 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Motor vehicle and parts dealers,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Agricultural equipmentA-gasoline (4 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Compressed Natural Gas (CNG),Fuel,,EPA 2022 - Mobile Combustion Fuels
Coal (electricity generation) metricton,Fuel,Solid Fuel,Defra 2022 - Fuels
Gasoline passenger cars 2016,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Isobutylene,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Paper products,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Jet Gasoline,,,IPCC 1.A.1 Energy Industries
Wholesale trade,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Agricultural equipmentA-LPG,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Branches-Combusted,Branches,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Electricity generated,UK Electricity,,Defra 2022 - UK Electricity
CNG L,Fuel,Gaseous Fuel,Defra 2022 - Fuels
Gasoline light-duty trucks 2015,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline passenger cars 1994,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Municipal Solid Waste,Fuel,Other Fuels - Solid,EPA 2022 - Stationary Combustion Fuels in MMBTU
Coal (electricity generation) kWh (gross CV),Fuel,Solid Fuel,Defra 2022 - Fuels
Butane kWh (net CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Lubricants,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Residual fuel oil no. 6,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Naphtha (<401 deg F),Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Hard-copy Devices-Combusted,Hard-copy Devices,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline light-duty trucks 1999,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Grass-Anaerobically Digested (Dry Digestate with Curing),Grass,Anaerobically Digested (Dry Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Water transportation,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Medium- and heavy-duty vehicles-diesel 2007-2018,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Mixed Plastics-Combusted,Mixed Plastics,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Corrugated Containers-Landfilled,Corrugated Containers,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Residual Fuel Oil No. 5,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
PLA-Composted,PLA,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Light-duty cars-LPG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
FRCC (FRCC All),eGRID,Total output,EPA 2022 - eGRID
Gasoline passenger cars 2001,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Heavy gas oils,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Orimulsion,,,IPCC 1.A.1 Energy Industries
Landfill gas,Fuel,Biomass Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels
LPG L,Fuel,Gaseous Fuel,Defra 2022 - Fuels
Gasoline light-duty trucks 1975,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Processed fuel oils - distillate oil kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Aviation spirit kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Petrol (average biofuel blend) kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
NYCW (NPCC NYC/Westchester),eGRID,Total output,EPA 2022 - eGRID
Medium-duty trucks-CNG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Office Paper-Recycled,Office Paper,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Petrol (100% mineral petrol) metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Ethylene,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Food Waste (meat only)-Anaerobically Digested (Dry Digestate with Curing),Food Waste (meat only),Anaerobically Digested (Dry Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Special Naphtha,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Wood/Wood Waste,,,IPCC 1.A.1 Energy Industries
Grains-Composted,Grains,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Heavy-duty trucks-ethanol,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Asphalt and Road Oil,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Industrial/Commercial equipment-diesel,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Fuel oil kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Liquefied petroleum gases (LPG),Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Oxygen Steel Furnace Gas,,,IPCC 1.A.1 Energy Industries
Landfill Gas,Fuel,Biomass Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels in MMBTU
Yard Trimmings-Landfilled,Yard Trimmings,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Plastics,Fuel,Other fuels - solid,EPA 2022 - Stationary Combustion Fuels
Waste oils L,Fuel,Liquid Fuel,Defra 2022 - Fuels
Coal (domestic) kWh (net CV),Fuel,Solid Fuel,Defra 2022 - Fuels
RMPA (WECC Rockies),eGRID,Total output,EPA 2022 - eGRID
Residual Fuel Oil No. 6,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Recreational equipment-gasoline (4 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Other Biogas,,,IPCC 1.A.1 Energy Industries
Heavy-duty trucks-methanol,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Fly Ash-Recycled,Fly Ash,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Rental and leasing services and lessors of intangible assets,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Mixed Paper (primarily residential)-Landfilled,Mixed Paper (primarily residential),Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Distillate fuel oil no. 1,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Natural Gasoline,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Airport equipment-gasoline,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Petroleum coke metricton,Fuel,Solid Fuel,Defra 2022 - Fuels
Petroleum coke kWh (gross CV),Fuel,Solid Fuel,Defra 2022 - Fuels
Truck transportation,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Other transportation equipment,,,EPA 2022 - Supply chain GHG emission factors - v1.1
North American Hardwood,Fuel,"Biomass Fuels - Kraft Pulping Liquor, by Wood Furnish",EPA 2022 - Stationary Combustion Fuels in MMBTU
Printing and related support activities,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Electronic Peripherals-Landfilled,Electronic Peripherals,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Landfill Gas,,,IPCC 1.A.1 Energy Industries
Newspaper-Landfilled,Newspaper,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Social assistance,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Intercity rail - national average,,,EPA 2022 - Business travel and employee commuting GHG emission factors
Burning oil metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Coal (industrial) metricton,Fuel,Solid Fuel,Defra 2022 - Fuels
Gasoline passenger cars 2011,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 2011,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Poultry-Landfilled,Poultry,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Concrete-Recycled,Concrete,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
PS-Combusted,PS,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Lubricants,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Light-duty cars-methanol,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Coal (industrial) kWh (gross CV),Fuel,Solid Fuel,Defra 2022 - Fuels
Other petroleum gas kWh (net CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Transit and ground passenger transportation,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Coke oven gas,Fuel,Other fuels - gaseous,EPA 2022 - Stationary Combustion Fuels
Anthracite,,,IPCC 1.A.1 Energy Industries
Legal services,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline heavy-duty vehicles 2015,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
LPG kWh (gross CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Commuter rail,,,EPA 2022 - Business travel and employee commuting GHG emission factors
Gasoline passenger cars 1995,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 1981,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Mixed Metals-Recycled,Mixed Metals,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Light-Duty Truck,Transport Mode,Non-shared load,EPA 2022 - Transportation and distribution
Gasoline light-duty trucks 1997,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Refinery miscellaneous kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Gasoline passenger cars 2010,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Dairy Products-Landfilled,Dairy Products,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Logging equipment-gasoline (2 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 1976,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline passenger cars 2000,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Agricultural offroad trucks-gasoline,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
General merchandise stores,,,EPA 2022 - Supply chain GHG emission factors - v1.1
PP-Combusted,PP,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Coke Oven Gas,Fuel,Other Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels in MMBTU
Sub-Bituminous Coal,,,IPCC 1.A.1 Energy Industries
Corrugated Containers-Combusted,Corrugated Containers,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Steel Cans-Recycled,Steel Cans,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Marine fuel oil metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Blast Furnace Gas,Fuel,Other Fuels - Gaseous,EPA 2022 - Stationary Combustion Fuels in MMBTU
Logging equipment-gasoline (4 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Light-duty trucks-LPG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline passenger cars 2014,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Intercity rail - other routes,,,EPA 2022 - Business travel and employee commuting GHG emission factors
Other transportation and support activities,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Rail transportation,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Accommodation,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline light-duty trucks 2003,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Magazines/Third-class mail-Landfilled,Magazines/Third-class mail,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
"Data processing, internet publishing, and other information services",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Lubricants,,,IPCC 1.A.1 Energy Industries
Mixed Paper (general)-Landfilled,Mixed Paper (general),Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline light-duty trucks 2002,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Logging equipment-diesel,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Beef-Combusted,Beef,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Bread-Combusted,Bread,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline passenger cars 1980,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline passenger cars 2005,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Propane kWh (gross CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Vegetable oil,Fuel,Biomass fuels - liquid,EPA 2022 - Stationary Combustion Fuels
Gasoline light-duty trucks 2014,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Grains-Anaerobically Digested (Dry Digestate with Curing),Grains,Anaerobically Digested (Dry Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Mixed Plastics-Landfilled,Mixed Plastics,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Food Waste-Composted,Food Waste,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Grains-Combusted,Grains,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline passenger cars 1973-74,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Wood Flooring-Landfilled,Wood Flooring,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Crude Oil,,,IPCC 1.A.1 Energy Industries
Coal Coke,Fuel,Coal and Coke,EPA 2022 - Stationary Combustion Fuels in MMBTU
Vegetable Oil,Fuel,Biomass Fuels - Liquid,EPA 2022 - Stationary Combustion Fuels in MMBTU
Gasoline heavy-duty vehicles 1996,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Vinyl Flooring-Landfilled,Vinyl Flooring,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
PLA-Landfilled,PLA,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Clay Bricks-Landfilled,Clay Bricks,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
LPG kWh (net CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Gasoline heavy-duty vehicles <1981,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Butane,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
SRTV (SERC Tennessee Valley),eGRID,Total output,EPA 2022 - eGRID
Light-duty cars-biodiesel,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Waste management and remediation services,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline passenger cars 1976-77,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Desktop CPUs-Combusted,Desktop CPUs,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Asphalt and road oil,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Grass-Composted,Grass,Composted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Concrete-Landfilled,Concrete,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Coking coal kWh (gross CV),Fuel,Solid Fuel,Defra 2022 - Fuels
Waterborne craft,Transport Mode,Shared load,EPA 2022 - Transportation and distribution
Light-duty trucks-CNG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Natural gas (100% mineral blend) kWh (gross CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Grass-Landfilled,Grass,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Gasoline heavy-duty vehicles 1999,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Anthracite coal,Fuel,Coal and coke,EPA 2022 - Stationary Combustion Fuels
Waste oils metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Railroad equipment-diesel,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline heavy-duty vehicles 1998,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Used oil,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Jet Kerosene,,,IPCC 1.A.1 Energy Industries
Food Waste (meat only)-Combusted,Food Waste (meat only),Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Construction/Mining offroad trucks-gasoline,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Recreational equipment-LPG,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Mixed Metals-Landfilled,Mixed Metals,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Distillate fuel oil no. 4,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Pentanes Plus,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Grains-Anaerobically Digested (Wet Digestate with Curing),Grains,Anaerobically Digested (Wet Digestate with Curing),EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Farms,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Air travel - short haul (< 300 miles),,,EPA 2022 - Business travel and employee commuting GHG emission factors
Gas Works Gas,,,IPCC 1.A.1 Energy Industries
Petrol (100% mineral petrol) kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
CNG kWh (gross CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
US Average,eGRID,Total output,EPA 2022 - eGRID
Waste oils kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Aviation turbine fuel kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Support activities for mining,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline passenger cars 1981,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Branches-Landfilled,Branches,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Other Oil (>401 deg F),Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Aviation spirit L,Fuel,Liquid Fuel,Defra 2022 - Fuels
Distillate Fuel Oil No. 1,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Construction/Mining equipmentB-gasoline (2 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 1982,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Other Kerosene,,,IPCC 1.A.1 Energy Industries
